date,i,usa,question,answer,corpus,tri_labels,bin_labels,lab_intensity
2020-12-16,1,1,湖北广播电视台记者：昨天，商务部公布数据显示，中国实际使用外资连续8个月实现同比增长。多家外国媒体和机构认为中国经济发展趋势有利于世界经济的复苏。请问中方对此有何评论？,"汪文斌：近一个时期，国际权威经济机构普遍预测，中国将成为今年全球唯一实现正增长的主要经济体。你刚才提到外资持续涌入中国，我想这体现了各国对中国经济发展前景的信心，也展现了中国积极构建新发展格局、扩大对外开放的成效。今年以来，中国全面实施外商投资法及其实施条例，自贸试验区负面清单由2013年的190项减少到目前的30项，稳步推动金融市场准入，出台海南自由贸易港建设总体方案，不仅为中国经济发展开辟广阔空间，也为世界经济复苏注入强劲动力。中国成为东盟、欧盟、美国等最大的贸易伙伴国。今年前三季度，中国对“一带一路”沿线国家非金融类直接投资同比增长29.7%。第三届中国国际进口博览会成交额进一步提升，达到726.2亿美元。经济合作与发展组织最新发布的世界经济展望报告预计，中国对2021年世界经济增长的贡献率将超过1/3。
随着中国对外开放的大门进一步扩大，中国将为世界各国开展互利合作创造更多机遇，为“后疫情世界”的稳定与繁荣作出更大贡献。","[问题] 湖北广播电视台记者：昨天，商务部公布数据显示，中国实际使用外资连续8个月实现同比增长。多家外国媒体和机构认为中国经济发展趋势有利于世界经济的复苏。请问中方对此有何评论？ [答案] 汪文斌：近一个时期，国际权威经济机构普遍预测，中国将成为今年全球唯一实现正增长的主要经济体。你刚才提到外资持续涌入中国，我想这体现了各国对中国经济发展前景的信心，也展现了中国积极构建新发展格局、扩大对外开放的成效。今年以来，中国全面实施外商投资法及其实施条例，自贸试验区负面清单由2013年的190项减少到目前的30项，稳步推动金融市场准入，出台海南自由贸易港建设总体方案，不仅为中国经济发展开辟广阔空间，也为世界经济复苏注入强劲动力。中国成为东盟、欧盟、美国等最大的贸易伙伴国。今年前三季度，中国对“一带一路”沿线国家非金融类直接投资同比增长29.7%。第三届中国国际进口博览会成交额进一步提升，达到726.2亿美元。经济合作与发展组织最新发布的世界经济展望报告预计，中国对2021年世界经济增长的贡献率将超过1/3。
随着中国对外开放的大门进一步扩大，中国将为世界各国开展互利合作创造更多机遇，为“后疫情世界”的稳定与繁荣作出更大贡献。",1,0,-0.0581809962879568
2022-08-11,1,4,中新社记者：近日，中国人权研究会发布《美国在中东等地犯下严重侵犯人权罪行》研究报告。发言人对此有何评论？,"汪文斌：你提到的这份报告系统性揭露美国在中东及其周边地区严重侵犯人权的“三宗罪”：一是肆意发动战争侵犯生存权和生命权。中东及其周边地区国家，包括阿富汗、伊拉克、利比亚、叙利亚等地发生的战争和冲突，美国都难辞其咎。二是强制改造和单边制裁侵害发展权和健康权。美国在多个国家煽动“颜色革命”，实施政权颠覆，滥施经济制裁造成有关国家经济凋敝、民生艰难。三是制造“文明冲突”侵犯宗教信仰自由。美国制造并散播“文明冲突论”“伊斯兰恐惧症”，酷刑折磨穆斯林囚犯，抹黑玷污中东伊斯兰文明形象。
美国在中东犯下的严重侵犯人权的罪行给地区国家和人民造成了永久性伤害和无法弥补的损失。中东多国政治分析人士指出，对美国来说，战争是统治的工具。美国的代理人战争为滋生恐怖组织提供了温床。美国所为是打着民主人权的旗号破坏他国稳定，侮辱霸凌中东国家。阿拉伯政策研究中心民调结果显示，81%的阿拉伯民众认为美国中东政策对地区安全与稳定构成了威胁。前驻阿富汗美军顾问杰克·米奇利也承认，美国几十年来的对外战争无视当地人民意愿强推美式民主，实际上是破坏了民主。美国《纽约时报》在阿富汗战争20周年之际发表评论称，美国发动的战争所催生的恐怖分子比20年前多得多。
美国政客和战争机器的手上沾满了中东人民的鲜血，完全没有资格以“人权卫士”“人权判官”自居。我们呼吁更多中东国家的人民站出来，对美国的霸权霸凌说不。我们也呼吁联合国人权理事会和人权高专办加大关注美国在中东等地区侵犯人权的罪行，并采取必要行动。","[问题] 中新社记者：近日，中国人权研究会发布《美国在中东等地犯下严重侵犯人权罪行》研究报告。发言人对此有何评论？ [答案] 汪文斌：你提到的这份报告系统性揭露美国在中东及其周边地区严重侵犯人权的“三宗罪”：一是肆意发动战争侵犯生存权和生命权。中东及其周边地区国家，包括阿富汗、伊拉克、利比亚、叙利亚等地发生的战争和冲突，美国都难辞其咎。二是强制改造和单边制裁侵害发展权和健康权。美国在多个国家煽动“颜色革命”，实施政权颠覆，滥施经济制裁造成有关国家经济凋敝、民生艰难。三是制造“文明冲突”侵犯宗教信仰自由。美国制造并散播“文明冲突论”“伊斯兰恐惧症”，酷刑折磨穆斯林囚犯，抹黑玷污中东伊斯兰文明形象。
美国在中东犯下的严重侵犯人权的罪行给地区国家和人民造成了永久性伤害和无法弥补的损失。中东多国政治分析人士指出，对美国来说，战争是统治的工具。美国的代理人战争为滋生恐怖组织提供了温床。美国所为是打着民主人权的旗号破坏他国稳定，侮辱霸凌中东国家。阿拉伯政策研究中心民调结果显示，81%的阿拉伯民众认为美国中东政策对地区安全与稳定构成了威胁。前驻阿富汗美军顾问杰克·米奇利也承认，美国几十年来的对外战争无视当地人民意愿强推美式民主，实际上是破坏了民主。美国《纽约时报》在阿富汗战争20周年之际发表评论称，美国发动的战争所催生的恐怖分子比20年前多得多。
美国政客和战争机器的手上沾满了中东人民的鲜血，完全没有资格以“人权卫士”“人权判官”自居。我们呼吁更多中东国家的人民站出来，对美国的霸权霸凌说不。我们也呼吁联合国人权理事会和人权高专办加大关注美国在中东等地区侵犯人权的罪行，并采取必要行动。",0,0,-0.8769869443807377
2021-06-07,3,3,《纽约时报》记者：中方对3名美国参议员“访问”台湾，尤其是使用美军军机“访问”台湾有何回应？,汪文斌：美国会有关议员“访问”台湾并会见台湾地区领导人，严重违反一个中国原则和中美三个联合公报规定，中方对此坚决反对，已向美方提出严正交涉。我们敦促美方把坚持奉行一个中国政策的表态落到实处，切实恪守一个中国原则和中美三个联合公报规定，立即停止与台湾开展任何形式的官方往来，慎重处理台湾问题，不向“台独”分裂势力发出任何错误信号，以免给中美关系和台海和平稳定造成进一步严重损害。,[问题] 《纽约时报》记者：中方对3名美国参议员“访问”台湾，尤其是使用美军军机“访问”台湾有何回应？ [答案] 汪文斌：美国会有关议员“访问”台湾并会见台湾地区领导人，严重违反一个中国原则和中美三个联合公报规定，中方对此坚决反对，已向美方提出严正交涉。我们敦促美方把坚持奉行一个中国政策的表态落到实处，切实恪守一个中国原则和中美三个联合公报规定，立即停止与台湾开展任何形式的官方往来，慎重处理台湾问题，不向“台独”分裂势力发出任何错误信号，以免给中美关系和台海和平稳定造成进一步严重损害。,2,0,0.5139596599418739
2024-02-01,2,2,彭博社记者：美国国防部将中国领先存储芯片制造商长江存储和人工智能企业旷视科技新增至涉嫌帮助中国军方的企业清单。该清单此前还列入了华为、中芯国际等企业。外交部对此有何评论？,"汪文斌：我们坚决反对美方泛化国家安全概念，划设各类名目的歧视性清单，无理打压中国企业，破坏中美正常经贸合作。美方做法违背其一贯标榜的市场竞争原则和国际经贸规则，打击外国企业在美投资经营信心，损害美国企业和投资者利益，终将反噬自身。
事实上，美国政府才是军民融合政策的主要推手。美国军民融合政策可以追溯到一战前，美国防部在硅谷等科技重镇设立办公室，指导高科技企业加快技术“军事化”“实战化”。很多美国大型跨国公司都是“军民融合体”，其经营范围、产品类型跨越军民领域。
我们敦促美方立即纠正上述歧视性做法，为中国企业经营提供公平、公正、非歧视环境。中国将继续坚定维护本国企业正当合法权益。","[问题] 彭博社记者：美国国防部将中国领先存储芯片制造商长江存储和人工智能企业旷视科技新增至涉嫌帮助中国军方的企业清单。该清单此前还列入了华为、中芯国际等企业。外交部对此有何评论？ [答案] 汪文斌：我们坚决反对美方泛化国家安全概念，划设各类名目的歧视性清单，无理打压中国企业，破坏中美正常经贸合作。美方做法违背其一贯标榜的市场竞争原则和国际经贸规则，打击外国企业在美投资经营信心，损害美国企业和投资者利益，终将反噬自身。
事实上，美国政府才是军民融合政策的主要推手。美国军民融合政策可以追溯到一战前，美国防部在硅谷等科技重镇设立办公室，指导高科技企业加快技术“军事化”“实战化”。很多美国大型跨国公司都是“军民融合体”，其经营范围、产品类型跨越军民领域。
我们敦促美方立即纠正上述歧视性做法，为中国企业经营提供公平、公正、非歧视环境。中国将继续坚定维护本国企业正当合法权益。",0,0,-1.46652722700754
2023-09-06,1,2,法新社记者：美国总统气候变化事务特使克里称，希望中美合作应对气候问题。他表示气候变化不是双边问题，而是对整个地球的威胁。中方是否同意上述表态？对此有何评论？,毛宁：气候变化是全球性挑战，需要各国合力应对。中方对于应对气候变化的立场是一贯的、明确的。我们致力于推动构建公平合理、合作共赢的全球气候治理体系，并竭尽所能承担与自身国情相当的责任和义务，为国际合作应对气候变化作出积极贡献。中美曾经共同推动《巴黎协定》达成生效。我们希望美方同中方相向而行，为中美气候合作创造有利条件和氛围。,[问题] 法新社记者：美国总统气候变化事务特使克里称，希望中美合作应对气候问题。他表示气候变化不是双边问题，而是对整个地球的威胁。中方是否同意上述表态？对此有何评论？ [答案] 毛宁：气候变化是全球性挑战，需要各国合力应对。中方对于应对气候变化的立场是一贯的、明确的。我们致力于推动构建公平合理、合作共赢的全球气候治理体系，并竭尽所能承担与自身国情相当的责任和义务，为国际合作应对气候变化作出积极贡献。中美曾经共同推动《巴黎协定》达成生效。我们希望美方同中方相向而行，为中美气候合作创造有利条件和氛围。,1,0,-0.25937331496218297
2021-03-22,6,3,路透社记者：你刚才介绍，中美双方在阿拉斯加会谈后，双方同意建立气候变化联合工作组。但美国国务院发言人称，尽管双方谈及了气变问题，但并未正式建立工作组。双方表态似乎有一些差异。中方是否能够明确中美有没有设立气候变化联合工作组？还是说美方的理解和中方不一致？,"华春莹：根据中美高层战略对话共识，中美双方致力于加强在气候变化领域的对话合作，将建立中美气候变化联合工作组。
我也想指出，气候变化是人类面临的共同挑战，中美两国应当相互信任、相互理解、相互合作，在应对气候变化等当前国际社会紧迫的任务上开展合作。","[问题] 路透社记者：你刚才介绍，中美双方在阿拉斯加会谈后，双方同意建立气候变化联合工作组。但美国国务院发言人称，尽管双方谈及了气变问题，但并未正式建立工作组。双方表态似乎有一些差异。中方是否能够明确中美有没有设立气候变化联合工作组？还是说美方的理解和中方不一致？ [答案] 华春莹：根据中美高层战略对话共识，中美双方致力于加强在气候变化领域的对话合作，将建立中美气候变化联合工作组。
我也想指出，气候变化是人类面临的共同挑战，中美两国应当相互信任、相互理解、相互合作，在应对气候变化等当前国际社会紧迫的任务上开展合作。",1,0,0.0246628996367245
2022-02-08,1,2,路透社记者：美国通过了对台湾价值1亿美元的军售计划。中方对此有何回应？,"赵立坚：美国向中国台湾地区出售武器，严重违反一个中国原则和中美三个联合公报规定特别是“八·一七”公报规定，严重损害中国主权和安全利益，严重损害中美关系和台海和平稳定。中方对此坚决反对，予以强烈谴责。
中方敦促美方恪守一个中国原则和中美三个联合公报规定，立即撤销上述对台军售计划，停止售台武器和美台军事联系。中方必将采取正当有力措施，坚定捍卫自身主权和安全利益。","[问题] 路透社记者：美国通过了对台湾价值1亿美元的军售计划。中方对此有何回应？ [答案] 赵立坚：美国向中国台湾地区出售武器，严重违反一个中国原则和中美三个联合公报规定特别是“八·一七”公报规定，严重损害中国主权和安全利益，严重损害中美关系和台海和平稳定。中方对此坚决反对，予以强烈谴责。
中方敦促美方恪守一个中国原则和中美三个联合公报规定，立即撤销上述对台军售计划，停止售台武器和美台军事联系。中方必将采取正当有力措施，坚定捍卫自身主权和安全利益。",2,0,0.47699057138548473
2024-01-31,3,4,路透社记者：如特朗普再次当选美国总统，中方是否担心美方转变对华政策？,汪文斌：美国大选是美国的内政，中方始终秉持不干涉别国内政原则，不干预美国大选。我想强调的是，发展好中美关系符合两国和两国人民的根本利益，也是国际社会的普遍期待。不管谁当选下一届美国总统，我们都希望美方能够同中方相向而行，按照相互尊重、和平共处、合作共赢的原则，推动中美关系朝着稳定、健康、可持续的方向发展，更好造福两国，惠及世界。同时，我们也将继续坚定维护自身主权、安全、发展利益。,"[背景] 应中共中央政治局委员、外交部长王毅邀请，挪威外交大臣艾德将于2月5日至7日对中国进行正式访问。
 [问题] 路透社记者：如特朗普再次当选美国总统，中方是否担心美方转变对华政策？ [答案] 汪文斌：美国大选是美国的内政，中方始终秉持不干涉别国内政原则，不干预美国大选。我想强调的是，发展好中美关系符合两国和两国人民的根本利益，也是国际社会的普遍期待。不管谁当选下一届美国总统，我们都希望美方能够同中方相向而行，按照相互尊重、和平共处、合作共赢的原则，推动中美关系朝着稳定、健康、可持续的方向发展，更好造福两国，惠及世界。同时，我们也将继续坚定维护自身主权、安全、发展利益。",1,0,0.29390556139193896
2022-11-22,1,2,《环球时报》记者：据报道，美国前财长萨默斯表示，美国应该专注于建立自身的经济优势，而非攻击中国。此外，国际货币基金组织总裁格奥尔基耶娃、世界银行前首席经济学家戈德伯格等人士近日也呼吁美反思对华经济战。请问发言人对此有何评论？,"赵立坚：国际社会有识之士已经不止一次地就中美关系发出理性声音。这再次表明，合则两利、斗则俱伤是中美关系发展的铁律。
中美经贸关系的本质是互惠互利。打贸易战、科技战，人为“筑墙设垒”，强推“脱钩断链”，完全违反市场经济原则，破坏国际贸易规则，只会损人不利己。美方应该认真倾听理性声音，放弃零和思维，停止泛化国家安全概念，停止将经贸科技问题政治化、工具化、武器化。中方愿同美方一道努力，落实中美两国元首巴厘岛会晤达成的重要共识，推动中美关系重返健康稳定发展轨道。","[问题] 《环球时报》记者：据报道，美国前财长萨默斯表示，美国应该专注于建立自身的经济优势，而非攻击中国。此外，国际货币基金组织总裁格奥尔基耶娃、世界银行前首席经济学家戈德伯格等人士近日也呼吁美反思对华经济战。请问发言人对此有何评论？ [答案] 赵立坚：国际社会有识之士已经不止一次地就中美关系发出理性声音。这再次表明，合则两利、斗则俱伤是中美关系发展的铁律。
中美经贸关系的本质是互惠互利。打贸易战、科技战，人为“筑墙设垒”，强推“脱钩断链”，完全违反市场经济原则，破坏国际贸易规则，只会损人不利己。美方应该认真倾听理性声音，放弃零和思维，停止泛化国家安全概念，停止将经贸科技问题政治化、工具化、武器化。中方愿同美方一道努力，落实中美两国元首巴厘岛会晤达成的重要共识，推动中美关系重返健康稳定发展轨道。",1,0,0.3442036410604955
2022-02-23,2,3,深圳卫视记者：美国总统拜登发表演讲称，俄罗斯对乌克兰的行动是“侵略的开始”。我们也注意到塞尔维亚总统武契奇建议乌克兰总统先谴责美国、英国和其他国家对塞尔维亚进行的侵略行径。中方对此有何评论？,"华春莹：乌克兰问题有其复杂历史背景和经纬，演变到今天这种局面，是各种因素共同作用的结果。我注意到俄方反复多次表示，俄方无意对乌克兰发动战争，而且反复强调俄方愿意就乌克兰加入北约问题同美方等相关方面开展对话。
值得一提的是，“安全不可分割原则”被写入了1975年《赫尔辛基最后议定书》序言、1990年《新欧洲巴黎宪章》、1997年《俄北约关系基础文件》、1999年欧安组织伊斯坦布尔通过的《欧洲安全宪章》以及2011年《俄美关于进一步削减和限制进攻性战略武器措施的条约》序言等文件。但美方显然没有遵守其承诺。针对俄方提出同美方就欧洲安全保障倡议进行对话，美方也没有相向而行。
中方一贯认为，各国安全应该是共同、合作、可持续的，任何国家和集团都不应该谋求所谓安全利益最大化，俄方的合理安全关切应当得到重视和解决。我注意到有报道称，普京总统表示，乌方拒绝加入北约并保持中立将是解决问题最佳方式。乌方、美方等相关方面也都表示无意进入战争。这说明，和平解决乌克兰问题仍有希望。解铃还需系铃人。我们希望各方保持克制和冷静，认识到落实安全不可分割原则的重要性，不要关闭对话的大门，致力于通过谈判缓和事态，化解分歧，共同维护和平。
你刚才提到了武契奇总统的有关表态。我也注意到有不少人认为，在尊重别国主权和领土完整问题上，不应该有双重标准。很多人想问问美方，当年以美国为首的北约轰炸贝尔格莱德时，他们有没有尊重南联盟的主权和领土完整？当美国以莫须有的罪名对巴格达军事打击时，他们有没有尊重伊拉克的主权和领土完整？当美军无人机在喀布尔等地滥杀无辜时，他们有没有尊重阿富汗的主权和领土完整？当美国在世界各地到处煽动、策动“颜色革命”、干涉别国内政时，他们有没有尊重别国的主权和领土完整？希望美方严肃认真对待这个问题，摒弃双重标准。","[问题] 深圳卫视记者：美国总统拜登发表演讲称，俄罗斯对乌克兰的行动是“侵略的开始”。我们也注意到塞尔维亚总统武契奇建议乌克兰总统先谴责美国、英国和其他国家对塞尔维亚进行的侵略行径。中方对此有何评论？ [答案] 华春莹：乌克兰问题有其复杂历史背景和经纬，演变到今天这种局面，是各种因素共同作用的结果。我注意到俄方反复多次表示，俄方无意对乌克兰发动战争，而且反复强调俄方愿意就乌克兰加入北约问题同美方等相关方面开展对话。
值得一提的是，“安全不可分割原则”被写入了1975年《赫尔辛基最后议定书》序言、1990年《新欧洲巴黎宪章》、1997年《俄北约关系基础文件》、1999年欧安组织伊斯坦布尔通过的《欧洲安全宪章》以及2011年《俄美关于进一步削减和限制进攻性战略武器措施的条约》序言等文件。但美方显然没有遵守其承诺。针对俄方提出同美方就欧洲安全保障倡议进行对话，美方也没有相向而行。
中方一贯认为，各国安全应该是共同、合作、可持续的，任何国家和集团都不应该谋求所谓安全利益最大化，俄方的合理安全关切应当得到重视和解决。我注意到有报道称，普京总统表示，乌方拒绝加入北约并保持中立将是解决问题最佳方式。乌方、美方等相关方面也都表示无意进入战争。这说明，和平解决乌克兰问题仍有希望。解铃还需系铃人。我们希望各方保持克制和冷静，认识到落实安全不可分割原则的重要性，不要关闭对话的大门，致力于通过谈判缓和事态，化解分歧，共同维护和平。
你刚才提到了武契奇总统的有关表态。我也注意到有不少人认为，在尊重别国主权和领土完整问题上，不应该有双重标准。很多人想问问美方，当年以美国为首的北约轰炸贝尔格莱德时，他们有没有尊重南联盟的主权和领土完整？当美国以莫须有的罪名对巴格达军事打击时，他们有没有尊重伊拉克的主权和领土完整？当美军无人机在喀布尔等地滥杀无辜时，他们有没有尊重阿富汗的主权和领土完整？当美国在世界各地到处煽动、策动“颜色革命”、干涉别国内政时，他们有没有尊重别国的主权和领土完整？希望美方严肃认真对待这个问题，摒弃双重标准。",1,0,-0.16651532172792483
2020-12-10,6,3,路透社记者：标准普尔和道琼斯指数今天宣布从其股票和证券指数中移除一批中国企业。中方对此有何评论？,华春莹：前几天我回答过类似的问题。这明显是受到了美国政府有关行政令的影响，也是美方动用国家力量、滥用国家安全名义打压中国企业的又一个新的例证。我们坚决反对美国政府有关做法。相信美方编造各种谎言谣言、没有底线地围追堵截中方企业的行为，最终会被证明不符合美国自身利益。,[问题] 路透社记者：标准普尔和道琼斯指数今天宣布从其股票和证券指数中移除一批中国企业。中方对此有何评论？ [答案] 华春莹：前几天我回答过类似的问题。这明显是受到了美国政府有关行政令的影响，也是美方动用国家力量、滥用国家安全名义打压中国企业的又一个新的例证。我们坚决反对美国政府有关做法。相信美方编造各种谎言谣言、没有底线地围追堵截中方企业的行为，最终会被证明不符合美国自身利益。,0,0,-0.8482288818135766
2022-06-23,1,4,东方卫视记者：近期美国相关民调显示，49%的受访者认为美国在未来将不再是一个民主国家，半数受访者认为美国的道德价值观差劲，创20年来新高。发言人对此有何评论？,"汪文斌：我注意到有关报道。美式民主不仅在美国国内饱受诟病，在国际上也声名狼藉。美式民主之所以受到普遍质疑和批评，归根结底在于美国的政客们对内把民主作为谋取个人和党派利益的工具，对外把民主当作维护美国霸权的武器。相关民调显示，65%的美国民众认为大多数竞选公职的人旨在谋求个人利益，全球44%的人认为美国是全球民主的最大威胁。
尽管美式民主在国内外的得分都处于历史低点，但美国政客们对外输出美式民主和价值观的冲动却“高烧不退”，达到“走火入魔”的地步。美国去年举办的“领导人民主峰会”草草收场，今年还要举办线下峰会。美国不仅拼凑“三边安全伙伴关系”“四边机制”“五眼联盟”等各种价值观同盟，还试图在经贸、科技、人文等领域以意识形态划线，鼓吹冷战思维，干扰、破坏正常国际合作和国际规则。
美国政客们打着民主的旗号攫取一己私利、推进美国霸权，早已背叛了民主精神和民主价值，成为民主之敌，不仅遭到美国人民的反对，也必然遭到世界人民的唾弃。","[问题] 东方卫视记者：近期美国相关民调显示，49%的受访者认为美国在未来将不再是一个民主国家，半数受访者认为美国的道德价值观差劲，创20年来新高。发言人对此有何评论？ [答案] 汪文斌：我注意到有关报道。美式民主不仅在美国国内饱受诟病，在国际上也声名狼藉。美式民主之所以受到普遍质疑和批评，归根结底在于美国的政客们对内把民主作为谋取个人和党派利益的工具，对外把民主当作维护美国霸权的武器。相关民调显示，65%的美国民众认为大多数竞选公职的人旨在谋求个人利益，全球44%的人认为美国是全球民主的最大威胁。
尽管美式民主在国内外的得分都处于历史低点，但美国政客们对外输出美式民主和价值观的冲动却“高烧不退”，达到“走火入魔”的地步。美国去年举办的“领导人民主峰会”草草收场，今年还要举办线下峰会。美国不仅拼凑“三边安全伙伴关系”“四边机制”“五眼联盟”等各种价值观同盟，还试图在经贸、科技、人文等领域以意识形态划线，鼓吹冷战思维，干扰、破坏正常国际合作和国际规则。
美国政客们打着民主的旗号攫取一己私利、推进美国霸权，早已背叛了民主精神和民主价值，成为民主之敌，不仅遭到美国人民的反对，也必然遭到世界人民的唾弃。",1,0,-0.314243947327881
2020-10-09,6,4,路透社记者：据彭博社报道，因为担忧数字支付平台威胁国家安全，美国政府正在考虑对蚂蚁集团和腾讯控股施加限制。你有何评论？,"华春莹：我注意到相关报道。美方一些人泛化国家安全概念，滥用国家力量，对华为、TikTok等中国企业进行无理打压和百般胁迫，却自始至终拿不出真凭实据。大家可能都还记得，美方曾炒作所谓中国“强制技术转让”问题，但现在美方高官数次公开扬言TikTok代码必须留在美国，如果不满足美方条件，美国就将限制或关闭相关企业。美方的做法是典型的“政府胁迫交易”，无异于“现代海盗”。
事实上，不管是对中方还是美国的盟友，美方动用国家机器对他国企业和人员实施制裁和威胁的事例屡见不鲜。大家都还记得1987年的日本东芝事件和2014年的法国阿尔斯通事件，现在是中国的华为、TikTok。你刚才也提到，现在他们又把目标瞄准了蚂蚁集团和腾讯公司。
美方在拿不出任何真凭实据的情况下，对某一领域取得领先优势的非美国企业进行无理打压和百般胁迫，这充分暴露了美方少数政客强取豪夺的真实用意和经济霸凌的丑陋面目。这是一种赤裸裸的霸权、霸道行径，是对市场经济规律和国际经贸规则的粗暴践踏，是对全球产业链供应链安全的重大威胁，是对全球市场的严重扭曲。
我们坚决反对美方泛化国家安全概念、滥用国家力量，无理打压外国企业的霸凌行径。希望美方切实尊重市场经济和公平竞争原则，遵守国际经贸规则，为各国企业在美投资经营提供开放、公平、公正、非歧视的营商环境。中方将继续采取必要措施维护中国企业的正当权益。","[背景] 应柬埔寨副首相兼外交大臣布拉索昆、马来西亚外长希沙慕丁、老挝外长沙伦赛、泰国副总理兼外长敦邀请，国务委员兼外交部长王毅将于10月11日至15日对柬埔寨、马来西亚、老挝、泰国进行正式访问并过境访问新加坡。 [问题] 路透社记者：据彭博社报道，因为担忧数字支付平台威胁国家安全，美国政府正在考虑对蚂蚁集团和腾讯控股施加限制。你有何评论？ [答案] 华春莹：我注意到相关报道。美方一些人泛化国家安全概念，滥用国家力量，对华为、TikTok等中国企业进行无理打压和百般胁迫，却自始至终拿不出真凭实据。大家可能都还记得，美方曾炒作所谓中国“强制技术转让”问题，但现在美方高官数次公开扬言TikTok代码必须留在美国，如果不满足美方条件，美国就将限制或关闭相关企业。美方的做法是典型的“政府胁迫交易”，无异于“现代海盗”。
事实上，不管是对中方还是美国的盟友，美方动用国家机器对他国企业和人员实施制裁和威胁的事例屡见不鲜。大家都还记得1987年的日本东芝事件和2014年的法国阿尔斯通事件，现在是中国的华为、TikTok。你刚才也提到，现在他们又把目标瞄准了蚂蚁集团和腾讯公司。
美方在拿不出任何真凭实据的情况下，对某一领域取得领先优势的非美国企业进行无理打压和百般胁迫，这充分暴露了美方少数政客强取豪夺的真实用意和经济霸凌的丑陋面目。这是一种赤裸裸的霸权、霸道行径，是对市场经济规律和国际经贸规则的粗暴践踏，是对全球产业链供应链安全的重大威胁，是对全球市场的严重扭曲。
我们坚决反对美方泛化国家安全概念、滥用国家力量，无理打压外国企业的霸凌行径。希望美方切实尊重市场经济和公平竞争原则，遵守国际经贸规则，为各国企业在美投资经营提供开放、公平、公正、非歧视的营商环境。中方将继续采取必要措施维护中国企业的正当权益。",0,0,-0.9970784834343457
2022-01-24,1,1,彭博社记者：针对中方日前宣布熔断多个美国航空公司赴华航班，美方取消了中国航空公司44个赴华航班，以此作为对中方有关措施的回应。外交部对此有何评论？,"赵立坚：美方为了一己之私寻求“例外”和“特殊待遇”，无理取消中方航空公司航班，干扰中方航空公司正常运营，罔顾中外旅客生命健康安全。这种行为霸道无理、极不负责。
自2020年6月起，中方依法依规对入境中国的国际客运航班严格实施“熔断”措施，目的是最大程度阻断疫情跨境传播、保障各国人民健康安全。中方采取的有关措施对中外航空公司一视同仁，完全公平公开透明，不违反有关双边航空运输协定。事实证明，这一措施为有效阻断疫情跨境传播、确保中外旅客健康安全发挥了重要作用，得到了绝大多数国家航空公司的尊重和配合。
当前，全球面临新一轮疫情高峰。各国都应当在做好本国疫情防控的同时加强国际沟通合作，有效阻止疫情跨境传播、争取早日共同战胜疫情。我们敦促美方从尊重科学和维护生命健康安全出发，切实加强本国疫情防控力度，停止将航班防疫问题政治化，停止干扰和限制中美人员正常往来。","[问题] 彭博社记者：针对中方日前宣布熔断多个美国航空公司赴华航班，美方取消了中国航空公司44个赴华航班，以此作为对中方有关措施的回应。外交部对此有何评论？ [答案] 赵立坚：美方为了一己之私寻求“例外”和“特殊待遇”，无理取消中方航空公司航班，干扰中方航空公司正常运营，罔顾中外旅客生命健康安全。这种行为霸道无理、极不负责。
自2020年6月起，中方依法依规对入境中国的国际客运航班严格实施“熔断”措施，目的是最大程度阻断疫情跨境传播、保障各国人民健康安全。中方采取的有关措施对中外航空公司一视同仁，完全公平公开透明，不违反有关双边航空运输协定。事实证明，这一措施为有效阻断疫情跨境传播、确保中外旅客健康安全发挥了重要作用，得到了绝大多数国家航空公司的尊重和配合。
当前，全球面临新一轮疫情高峰。各国都应当在做好本国疫情防控的同时加强国际沟通合作，有效阻止疫情跨境传播、争取早日共同战胜疫情。我们敦促美方从尊重科学和维护生命健康安全出发，切实加强本国疫情防控力度，停止将航班防疫问题政治化，停止干扰和限制中美人员正常往来。",1,0,-0.0581809962879568
2022-01-30,1,2,问：据报道，1月28日，台湾所谓“副总统”赖清德在“过境”美国旧金山期间视频会见美国国会众议长佩洛西。中方对此有何评论？,答：中方坚决反对美台开展任何形式的官方往来，已就赖清德“过境”美国期间同美国会议员等视频会见向美方提出严正交涉。我们敦促美方恪守一个中国原则和中美三个联合公报规定，立即停止美台官方往来错误行径，不向“台独”分裂势力发出任何错误信号，以免进一步损害中美关系和台海和平稳定。,[问题] 问：据报道，1月28日，台湾所谓“副总统”赖清德在“过境”美国旧金山期间视频会见美国国会众议长佩洛西。中方对此有何评论？ [答案] 答：中方坚决反对美台开展任何形式的官方往来，已就赖清德“过境”美国期间同美国会议员等视频会见向美方提出严正交涉。我们敦促美方恪守一个中国原则和中美三个联合公报规定，立即停止美台官方往来错误行径，不向“台独”分裂势力发出任何错误信号，以免进一步损害中美关系和台海和平稳定。,0,0,-0.41026755396785264
